BASEBALL

{'id': '2211792', 'name_brief': 'A. A.', 'first_name': 'Albert', 'last_name': 'Abreu', 'position': 'SP', 'age': 22}
{'id': '2062194', 'name_brief': 'B. Mayowa', 'first_name': 'Benson', 'last_name': 'Mayowa', 'position': 'DL', 'age': 26}
{'id': '2818379', 'name_brief': 'D. Mays', 'first_name': 'Devante', 'last_name': 'Mays', 'position': 'RB', 'age': 23}
{'id': '1892110', 'name_brief': 'J. Mbu', 'first_name': 'Joey', 'last_name': 'Mbu', 'position': 'DL', 'age': 25}
{'id': '1825510', 'name_brief': 'T. McBride', 'first_name': 'Tre', 'last_name': 'McBride', 'position': 'WR', 'age': 25}
{'id': '2136743', 'name_brief': 'C. McCaffrey', 'first_name': 'Christian', 'last_name': 'McCaffrey', 'position': 'RB', 'age': 21}
{'id': '2237234', 'name_brief': 'M. McCaffrey', 'first_name': 'Max', 'last_name': 'McCaffrey', 'position': 'WR', 'age': 23}
{'id': '1825152', 'name_brief': 'B. McCain', 'first_name': 'Bobby', 'last_name': 'McCain', 'position': 'DB', 'age': 24}
{'id': '1674130', 'name_brief': 'B. McCain', 'first_name': 'Brice', 'last_name': 'McCain', 'position': 'DB', 'age': 31}
{'id': '2132695', 'name_brief': 'C. McCain', 'first_name': 'Chris', 'last_name': 'McCain', 'position': 'LB', 'age': 26}
{'id': '2000859', 'name_brief': 'A. McCalister', 'first_name': 'Alex', 'last_name': 'McCalister', 'position': 'DL', 'age': 24}
{'id': '1691424', 'name_brief': 'A. McCarron', 'first_name': 'AJ', 'last_name': 'McCarron', 'position': 'QB', 'age': 27}
{'id': '2820035', 'name_brief': 'R. McCarron', 'first_name': 'Riley', 'last_name': 'McCarron', 'position': 'WR', 'age': 24}
{'id': '1277484', 'name_brief': 'R. McClain', 'first_name': 'Robert', 'last_name': 'McClain', 'position': 'DB', 'age': 29}
{'id': '1279455', 'name_brief': 'T. McClain', 'first_name': 'Terrell', 'last_name': 'McClain', 'position': 'DL', 'age': 29}
{'id': '1125328', 'name_brief': 'A. McClellan', 'first_name': 'Albert', 'last_name': 'McClellan', 'position': 'LB', 'age': 31}
{'id': '2219917', 'name_brief': 'D. McCoil', 'first_name': 'Dexter', 'last_name': 'McCoil', 'position': 'DB', 'age': 26}
{'id': '1998319', 'name_brief': 'T. McCord', 'first_name': 'Tyriq', 'last_name': 'McCord', 'position': 'LB', 'age': 24}
{'id': '563691', 'name_brief': 'D. McCourty', 'first_name': 'Devin', 'last_name': 'McCourty', 'position': 'DB', 'age': 30}
{'id': '1674131', 'name_brief': 'J. McCourty', 'first_name': 'Jason', 'last_name': 'McCourty', 'position': 'DB', 'age': 30}
{'id': '302085', 'name_brief': 'J. McCown', 'first_name': 'Josh', 'last_name': 'McCown', 'position': 'QB', 'age': 38}
{'id': '584648', 'name_brief': 'C. McCoy', 'first_name': 'Colt', 'last_name': 'McCoy', 'position': 'QB', 'age': 31}
{'id': '1123685', 'name_brief': 'G. McCoy', 'first_name': 'Gerald', 'last_name': 'McCoy', 'position': 'DL', 'age': 30}
{'id': '1243187', 'name_brief': 'L. McCoy', 'first_name': 'LeSean', 'last_name': 'McCoy', 'position': 'RB', 'age': 29}
{'id': '1263596', 'name_brief': 'K. McCray', 'first_name': 'Kelcie', 'last_name': 'McCray', 'position': 'DB', 'age': 29}
{'id': '2130244', 'name_brief': 'L. McCray', 'first_name': 'L.J.', 'last_name': 'McCray', 'position': 'DB', 'age': 26}
{'id': '1632053', 'name_brief': 'L. McCray', 'first_name': 'Lerentee', 'last_name': 'McCray', 'position': 'LB', 'age': 27}
{'id': '1996180', 'name_brief': 'D. McCullers-Sanders', 'first_name': 'Dan', 'last_name': 'McCullers-Sanders', 'position': 'DL', 'age': 25}
{'id': '1109755', 'name_brief': 'T. McDaniel', 'first_name': 'Tony', 'last_name': 'McDaniel', 'position': 'DL', 'age': 33}
{'id': '1674132', 'name_brief': 'C. McDonald', 'first_name': 'Clinton', 'last_name': 'McDonald', 'position': 'DL', 'age': 31}
{'id': '2130191', 'name_brief': 'D. McDonald', 'first_name': 'Dewey', 'last_name': 'McDonald', 'position': 'LB', 'age': 27}
{'id': '2174216', 'name_brief': 'D. McDonald', 'first_name': 'Dexter', 'last_name': 'McDonald', 'position': 'DB', 'age': 26}
{'id': '1664157', 'name_brief': 'T. McDonald', 'first_name': 'T.J.', 'last_name': 'McDonald', 'position': 'DB', 'age': 27}
{'id': '1673357', 'name_brief': 'V. McDonald', 'first_name': 'Vance', 'last_name': 'McDonald', 'position': 'TE', 'age': 27}
{'id': '1664227', 'name_brief': 'B. McDougald', 'first_name': 'Bradley', 'last_name': 'McDougald', 'position': 'DB', 'age': 27}
{'id': '2129437', 'name_brief': 'D. McDougle', 'first_name': 'Dexter', 'last_name': 'McDougle', 'position': 'DB', 'age': 27}
{'id': '2141763', 'name_brief': 'M. McDowell', 'first_name': 'Malik', 'last_name': 'McDowell', 'position': 'DL', 'age': 21}
{'id': '2071784', 'name_brief': 'T. McEvoy', 'first_name': 'Tanner', 'last_name': 'McEvoy', 'position': 'WR', 'age': 25}
{'id': '1701015', 'name_brief': 'L. McFadden', 'first_name': 'Leon', 'last_name': 'McFadden', 'position': 'DB', 'age': 27}
{'id': '1759342', 'name_brief': 'J. McGee', 'first_name': 'Jake', 'last_name': 'McGee', 'position': 'TE', 'age': 26}
{'id': '1619923', 'name_brief': 'S. McGee', 'first_name': 'Stacy', 'last_name': 'McGee', 'position': 'DL', 'age': 28}
{'id': '1825051', 'name_brief': 'K. McGill', 'first_name': 'Keith', 'last_name': 'McGill', 'position': 'DB', 'age': 29}
{'id': '2175354', 'name_brief': 'T. McGill', 'first_name': 'T.Y.', 'last_name': 'McGill', 'position': 'DL', 'age': 25}
{'id': '2062479', 'name_brief': 'M. McGloin', 'first_name': 'Matt', 'last_name': 'McGloin', 'position': 'QB', 'age': 28}
{'id': '1979404', 'name_brief': 'S. McGrath', 'first_name': 'Sean', 'last_name': 'McGrath', 'position': 'TE', 'age': 30}
{'id': '2064670', 'name_brief': 'E. McGuire', 'first_name': 'Elijah', 'last_name': 'McGuire', 'position': 'RB', 'age': 23}
{'id': '1999941', 'name_brief': 'M. McKay', 'first_name': 'Mekale', 'last_name': 'McKay', 'position': 'WR', 'age': 24}
{'id': '2131587', 'name_brief': 'I. McKenzie', 'first_name': 'Isaiah', 'last_name': 'McKenzie', 'position': 'WR', 'age': 23}
{'id': '2160964', 'name_brief': 'T. McKinley', 'first_name': 'Takkarist', 'last_name': 'McKinley', 'position': 'DL', 'age': 22}
{'id': '1852910', 'name_brief': 'B. McKinney', 'first_name': 'Benardrick', 'last_name': 'McKinney', 'position': 'LB', 'age': 25}
{'id': '2005932', 'name_brief': 'J. McKinnon', 'first_name': 'Jeremiah', 'last_name': 'McKinnon', 'position': 'DB', 'age': 24}
{'id': '2129436', 'name_brief': 'J. McKinnon', 'first_name': 'Jerick', 'last_name': 'McKinnon', 'position': 'RB', 'age': 25}
{'id': '1995673', 'name_brief': 'C. McKinzy', 'first_name': 'Cassanova', 'last_name': 'McKinzy', 'position': 'LB', 'age': 25}
{'id': '1886804', 'name_brief': 'J. McKissic', 'first_name': 'J.D.', 'last_name': 'McKissic', 'position': 'WR', 'age': 24}
{'id': '1675182', 'name_brief': 'S. McLendon', 'first_name': 'Steve', 'last_name': 'McLendon', 'position': 'DL', 'age': 32}
{'id': '1975886', 'name_brief': 'R. McLeod', 'first_name': 'Rodney', 'last_name': 'McLeod', 'position': 'DB', 'age': 27}
{'id': '1117294', 'name_brief': 'S. McManis', 'first_name': 'Sherrick', 'last_name': 'McManis', 'position': 'DB', 'age': 30}
{'id': '2058320', 'name_brief': 'B. McManus', 'first_name': 'Brandon', 'last_name': 'McManus', 'position': 'K', 'age': 26}
{'id': '2131250', 'name_brief': 'R. McMillan', 'first_name': 'Raekwon', 'last_name': 'McMillan', 'position': 'LB', 'age': 22}
{'id': '2139987', 'name_brief': 'J. McNichols', 'first_name': 'Jeremy', 'last_name': 'McNichols', 'position': 'RB', 'age': 22}
{'id': '1664023', 'name_brief': 'P. McPhee', 'first_name': 'Pernell', 'last_name': 'McPhee', 'position': 'LB', 'age': 29}
{'id': '2818346', 'name_brief': 'L. McQuay', 'first_name': 'Leon III', 'last_name': 'McQuay', 'position': 'DB', 'age': 23}
{'id': '2237235', 'name_brief': 'T. McRae', 'first_name': 'Tony', 'last_name': 'McRae', 'position': 'DB', 'age': 24}
{'id': '2819216', 'name_brief': 'T. McTyer', 'first_name': 'Torry', 'last_name': 'McTyer', 'position': 'DB', 'age': 23}
{'id': '2057662', 'name_brief': 'S. Means', 'first_name': 'Steven', 'last_name': 'Means', 'position': 'DL', 'age': 27}
{'id': '416670', 'name_brief': 'B. Mebane', 'first_name': 'Brandon', 'last_name': 'Mebane', 'position': 'DL', 'age': 33}
{'id': '2130126', 'name_brief': 'J. Meder', 'first_name': 'Jamie', 'last_name': 'Meder', 'position': 'DL', 'age': 26}
{'id': '1999075', 'name_brief': 'O. Melifonwu', 'first_name': 'Obi', 'last_name': 'Melifonwu', 'position': 'DB', 'age': 24}
{'id': '2059243', 'name_brief': 'R. Melvin', 'first_name': 'Rashaan', 'last_name': 'Melvin', 'position': 'DB', 'age': 28}
{'id': '1619959', 'name_brief': 'W. Mercilus', 'first_name': 'Whitney', 'last_name': 'Mercilus', 'position': 'LB', 'age': 27}
{'id': '2174833', 'name_brief': 'C. Meredith', 'first_name': 'Cameron', 'last_name': 'Meredith', 'position': 'WR', 'age': 25}
{'id': '1700931', 'name_brief': 'C. Michael', 'first_name': 'Christine', 'last_name': 'Michael', 'position': 'RB', 'age': 27}
{'id': '2237679', 'name_brief': 'J. Mickens', 'first_name': 'Jaydon', 'last_name': 'Mickens', 'position': 'WR', 'age': 23}
{'id': '1840624', 'name_brief': 'D. Middleton', 'first_name': 'Doug', 'last_name': 'Middleton', 'position': 'DB', 'age': 24}
{'id': '2078974', 'name_brief': 'M. Milano', 'first_name': 'Matt', 'last_name': 'Milano', 'position': 'LB', 'age': 23}
{'id': '1737090', 'name_brief': 'R. Miles', 'first_name': 'Rontez', 'last_name': 'Miles', 'position': 'DB', 'age': 29}
{'id': '2174811', 'name_brief': 'A. Miley', 'first_name': 'Arthur', 'last_name': 'Miley', 'position': 'DL', 'age': 25}
{'id': '1824414', 'name_brief': 'B. Miller', 'first_name': 'Braxton', 'last_name': 'Miller', 'position': 'WR', 'age': 25}
{'id': '2820051', 'name_brief': 'C. Miller', 'first_name': 'Charlie', 'last_name': 'Miller', 'position': 'DB', 'age': 23}
{'id': '2006767', 'name_brief': 'H. Miller', 'first_name': 'Harlan', 'last_name': 'Miller', 'position': 'DB', 'age': 23}
{'id': '1691169', 'name_brief': 'L. Miller', 'first_name': 'Lamar', 'last_name': 'Miller', 'position': 'RB', 'age': 26}
{'id': '1620879', 'name_brief': 'V. Miller', 'first_name': 'Von', 'last_name': 'Miller', 'position': 'LB', 'age': 29}
{'id': '1674135', 'name_brief': 'Z. Miller', 'first_name': 'Zach', 'last_name': 'Miller', 'position': 'TE', 'age': 33}
{'id': '2237082', 'name_brief': 'R. Milligan', 'first_name': 'Rolan', 'last_name': 'Milligan', 'position': 'DB', 'age': 23}
{'id': '1984271', 'name_brief': 'J. Mills', 'first_name': 'Jalen', 'last_name': 'Mills', 'position': 'DB', 'age': 24}
{'id': '1850781', 'name_brief': 'C. Milton', 'first_name': 'Chris', 'last_name': 'Milton', 'position': 'DB', 'age': 25}
{'id': '2175083', 'name_brief': 'J. Mincy', 'first_name': 'Jonathon', 'last_name': 'Mincy', 'position': 'DB', 'age': 25}
{'id': '1679974', 'name_brief': 'B. Mingo', 'first_name': 'Barkevious', 'last_name': 'Mingo', 'position': 'LB', 'age': 27}
{'id': '1664390', 'name_brief': 'K. Minter', 'first_name': 'Kevin', 'last_name': 'Minter', 'position': 'LB', 'age': 27}
{'id': '1245666', 'name_brief': 'K. Misi', 'first_name': 'Koa', 'last_name': 'Misi', 'position': 'LB', 'age': 31}
{'id': '2174197', 'name_brief': 'T. Mitchel', 'first_name': 'Tevin', 'last_name': 'Mitchel', 'position': 'DB', 'age': 25}
{'id': '1113447', 'name_brief': 'E. Mitchell', 'first_name': 'Earl', 'last_name': 'Mitchell', 'position': 'DL', 'age': 30}
{'id': '1877285', 'name_brief': 'M. Mitchell', 'first_name': 'Malcolm', 'last_name': 'Mitchell', 'position': 'WR', 'age': 25}
{'id': '1272915', 'name_brief': 'M. Mitchell', 'first_name': 'Mike', 'last_name': 'Mitchell', 'position': 'DB', 'age': 30}
{'id': '1737547', 'name_brief': 'T. Mitchell', 'first_name': 'Terrance', 'last_name': 'Mitchell', 'position': 'DB', 'age': 25}
{'id': '2131143', 'name_brief': 'J. Mixon', 'first_name': 'Joe', 'last_name': 'Mixon', 'position': 'RB', 'age': 21}
{'id': '2818909', 'name_brief': 'T. Mizzell', 'first_name': 'Taquan', 'last_name': 'Mizzell', 'position': 'RB', 'age': 24}
{'id': '1692077', 'name_brief': 'A. Moats', 'first_name': 'Arthur', 'last_name': 'Moats', 'position': 'LB', 'age': 30}
{'id': '2053375', 'name_brief': 'I. Momah', 'first_name': 'Ifeanyi', 'last_name': 'Momah', 'position': 'TE', 'age': 28}
{'id': '1878014', 'name_brief': 'D. Moncrief', 'first_name': 'Donte', 'last_name': 'Moncrief', 'position': 'WR', 'age': 24}
{'id': '1851149', 'name_brief': 'T. Montgomery', 'first_name': 'Ty', 'last_name': 'Montgomery', 'position': 'RB', 'age': 25}
{'id': '2820094', 'name_brief': 'C. Moore', 'first_name': 'Charmeachealle', 'last_name': 'Moore', 'position': 'LB', 'age': 25}
{'id': '1871375', 'name_brief': 'C. Moore', 'first_name': 'Chris', 'last_name': 'Moore', 'position': 'WR', 'age': 24}
{'id': '2175054', 'name_brief': 'C. Moore', 'first_name': 'Corey', 'last_name': 'Moore', 'position': 'DB', 'age': 25}
{'id': '2818351', 'name_brief': 'D. Moore', 'first_name': 'David', 'last_name': 'Moore', 'position': 'WR', 'age': 23}
{'id': '2818511', 'name_brief': 'J. Moore', 'first_name': 'Jordan', 'last_name': 'Moore', 'position': 'DB', 'age': 24}
{'id': '2818965', 'name_brief': 'K. Moore', 'first_name': 'Kenny', 'last_name': 'Moore', 'position': 'DB', 'age': 22}
{'id': '1226278', 'name_brief': 'M. Moore', 'first_name': 'Matt', 'last_name': 'Moore', 'position': 'QB', 'age': 33}
{'id': '1857552', 'name_brief': 'S. Moore', 'first_name': 'Sterling', 'last_name': 'Moore', 'position': 'DB', 'age': 28}
{'id': '2129589', 'name_brief': 'Z. Moore', 'first_name': 'Zach', 'last_name': 'Moore', 'position': 'DL', 'age': 27}
{'id': '1996574', 'name_brief': 'F. Moreau', 'first_name': 'Fabian', 'last_name': 'Moreau', 'position': 'DB', 'age': 24}
{'id': '1907784', 'name_brief': 'D. Morgan', 'first_name': 'David', 'last_name': 'Morgan', 'position': 'TE', 'age': 24}
{'id': '1242904', 'name_brief': 'D. Morgan', 'first_name': 'Derrick', 'last_name': 'Morgan', 'position': 'LB', 'age': 29}
{'id': '2079855', 'name_brief': 'D. Morgan', 'first_name': 'Drew', 'last_name': 'Morgan', 'position': 'WR', 'age': 23}
{'id': '1254119', 'name_brief': 'A. Morris', 'first_name': 'Alfred', 'last_name': 'Morris', 'position': 'RB', 'age': 29}
{'id': '2058551', 'name_brief': 'D. Morris', 'first_name': 'Darryl', 'last_name': 'Morris', 'position': 'DB', 'age': 27}
{'id': '2130339', 'name_brief': 'S. Morris', 'first_name': 'Stephen', 'last_name': 'Morris', 'position': 'QB', 'age': 25}
{'id': '1984170', 'name_brief': 'A. Morrison', 'first_name': 'Antonio', 'last_name': 'Morrison', 'position': 'LB', 'age': 23}
{'id': '2819225', 'name_brief': 'N. Morrow', 'first_name': 'Nicholas', 'last_name': 'Morrow', 'position': 'LB', 'age': 22}
{'id': '1762120', 'name_brief': 'C. Mosley', 'first_name': 'C.J.', 'last_name': 'Mosley', 'position': 'LB', 'age': 25}
{'id': '1983682', 'name_brief': 'A. Moss', 'first_name': 'Avery', 'last_name': 'Moss', 'position': 'DL', 'age': 23}
{'id': '2174957', 'name_brief': 'R. Mostert', 'first_name': 'Raheem', 'last_name': 'Mostert', 'position': 'RB', 'age': 26}
{'id': '2174193', 'name_brief': 'D. Mount', 'first_name': 'Deiontrez', 'last_name': 'Mount', 'position': 'LB', 'age': 25}
{'id': '2819113', 'name_brief': 'J. Moxey', 'first_name': 'Jonathan', 'last_name': 'Moxey', 'position': 'DB', 'age': 23}
{'id': '2078992', 'name_brief': 'A. Muhammad', 'first_name': 'Al-Quadin', 'last_name': 'Muhammad', 'position': 'DL', 'age': 23}
{'id': '2818380', 'name_brief': 'K. Muhammad', 'first_name': 'Khalfani', 'last_name': 'Muhammad', 'position': 'RB', 'age': 23}
{'id': '2819104', 'name_brief': 'N. Mullens', 'first_name': 'Nick', 'last_name': 'Mullens', 'position': 'QB', 'age': 23}
{'id': '2818622', 'name_brief': 'J. Mundt', 'first_name': 'Johnny', 'last_name': 'Mundt', 'position': 'TE', 'age': 23}
{'id': '1116692', 'name_brief': 'C. Munnerlyn', 'first_name': 'Captain', 'last_name': 'Munnerlyn', 'position': 'DB', 'age': 30}
{'id': '2820074', 'name_brief': 'C. Munson', 'first_name': 'Calvin', 'last_name': 'Munson', 'position': 'LB', 'age': 23}
{'id': '564165', 'name_brief': 'L. Murphy', 'first_name': 'Louis', 'last_name': 'Murphy', 'position': 'WR', 'age': 30}
{'id': '2174220', 'name_brief': 'M. Murphy', 'first_name': 'Marcus', 'last_name': 'Murphy', 'position': 'RB', 'age': 26}
{'id': '2174222', 'name_brief': 'R. Murphy', 'first_name': 'Ryan', 'last_name': 'Murphy', 'position': 'DB', 'age': 25}
{'id': '1685976', 'name_brief': 'T. Murphy', 'first_name': 'Trent', 'last_name': 'Murphy', 'position': 'LB', 'age': 27}
{'id': '1123691', 'name_brief': 'D. Murray', 'first_name': 'DeMarco', 'last_name': 'Murray', 'position': 'RB', 'age': 30}
{'id': '1983762', 'name_brief': 'E. Murray', 'first_name': 'Eric', 'last_name': 'Murray', 'position': 'DB', 'age': 24}
{'id': '1637004', 'name_brief': 'L. Murray', 'first_name': 'Latavius', 'last_name': 'Murray', 'position': 'RB', 'age': 28}
{'id': '2117665', 'name_brief': 'P. Murray', 'first_name': 'Patrick', 'last_name': 'Murray', 'position': 'K', 'age': 26}
{'id': '2169640', 'name_brief': 'J. Myers', 'first_name': 'Jason', 'last_name': 'Myers', 'position': 'K', 'age': 26}
{'id': '2060748', 'name_brief': 'J. Myrick', 'first_name': 'Jalen', 'last_name': 'Myrick', 'position': 'DB', 'age': 23}
{'id': '2819992', 'name_brief': 'K. Nacua', 'first_name': 'Kai', 'last_name': 'Nacua', 'position': 'DB', 'age': 23}
{'id': '1983812', 'name_brief': 'C. Nassib', 'first_name': 'Carl', 'last_name': 'Nassib', 'position': 'DL', 'age': 24}
{'id': '2818702', 'name_brief': 'J. Natson', 'first_name': 'JoJo', 'last_name': 'Natson', 'position': 'WR', 'age': 24}
{'id': '2079762', 'name_brief': 'K. Neal', 'first_name': 'Keanu', 'last_name': 'Neal', 'position': 'DB', 'age': 22}
{'id': '2820002', 'name_brief': 'L. Neal', 'first_name': 'Lewis', 'last_name': 'Neal', 'position': 'DL', 'age': 22}
{'id': '2001521', 'name_brief': 'S. Neasman', 'first_name': 'Sharrod', 'last_name': 'Neasman', 'position': 'DB', 'age': 26}
{'id': '2129672', 'name_brief': 'C. Nelson', 'first_name': 'Corey', 'last_name': 'Nelson', 'position': 'LB', 'age': 25}
{'id': '2174122', 'name_brief': 'J. Nelson', 'first_name': 'J.J.', 'last_name': 'Nelson', 'position': 'WR', 'age': 25}
{'id': '417623', 'name_brief': 'J. Nelson', 'first_name': 'Jordy', 'last_name': 'Nelson', 'position': 'WR', 'age': 32}
{'id': '564167', 'name_brief': 'R. Nelson', 'first_name': 'Reggie', 'last_name': 'Nelson', 'position': 'DB', 'age': 34}
{'id': '2132673', 'name_brief': 'R. Nelson', 'first_name': 'Robert', 'last_name': 'Nelson', 'position': 'DB', 'age': 28}
{'id': '2061065', 'name_brief': 'S. Nelson', 'first_name': 'Steven', 'last_name': 'Nelson', 'position': 'DB', 'age': 25}
{'id': '396171', 'name_brief': 'T. Newman', 'first_name': 'Terence', 'last_name': 'Newman', 'position': 'DB', 'age': 39}
{'id': '2819105', 'name_brief': 'D. Newsom', 'first_name': 'Donavin', 'last_name': 'Newsom', 'position': 'LB', 'age': 24}
{'id': '1273186', 'name_brief': 'C. Newton', 'first_name': 'Cam', 'last_name': 'Newton', 'position': 'QB', 'age': 28}
{'id': '2078920', 'name_brief': 'Y. Ngakoue', 'first_name': 'Yannick', 'last_name': 'Ngakoue', 'position': 'DL', 'age': 23}
{'id': '417708', 'name_brief': 'H. Ngata', 'first_name': 'Haloti', 'last_name': 'Ngata', 'position': 'DL', 'age': 34}
{'id': '2141765', 'name_brief': 'M. Nicholson', 'first_name': 'Montae', 'last_name': 'Nicholson', 'position': 'DB', 'age': 22}
{'id': '1996495', 'name_brief': 'H. Nickerson', 'first_name': 'Hardy', 'last_name': 'Nickerson', 'position': 'LB', 'age': 24}
{'id': '1850835', 'name_brief': 'D. Nicolas', 'first_name': 'Dadi', 'last_name': 'Nicolas', 'position': 'LB', 'age': 25}
{'id': '1893206', 'name_brief': 'T. Niklas', 'first_name': 'Troy', 'last_name': 'Niklas', 'position': 'TE', 'age': 25}
{'id': '2130101', 'name_brief': 'R. Nix-Jones', 'first_name': 'Roosevelt', 'last_name': 'Nix-Jones', 'position': 'RB', 'age': 26}
{'id': '2174209', 'name_brief': 'T. Nixon', 'first_name': 'Taurean', 'last_name': 'Nixon', 'position': 'DB', 'age': 27}
{'id': '2136474', 'name_brief': 'D. Njoku', 'first_name': 'David', 'last_name': 'Njoku', 'position': 'TE', 'age': 21}
{'id': '2079896', 'name_brief': 'R. Nkemdiche', 'first_name': 'Robert', 'last_name': 'Nkemdiche', 'position': 'DL', 'age': 23}
{'id': '1731084', 'name_brief': 'J. Norman', 'first_name': 'Josh', 'last_name': 'Norman', 'position': 'DB', 'age': 30}
{'id': '1825054', 'name_brief': 'J. Norris', 'first_name': 'Jared', 'last_name': 'Norris', 'position': 'LB', 'age': 24}
{'id': '417825', 'name_brief': 'N. Novak', 'first_name': 'Nick', 'last_name': 'Novak', 'position': 'K', 'age': 36}
{'id': '552599', 'name_brief': 'M. Nugent', 'first_name': 'Mike', 'last_name': 'Nugent', 'position': 'K', 'age': 36}
{'id': '1851299', 'name_brief': 'R. Nunez-Roches', 'first_name': 'Rakeem', 'last_name': 'Nunez-Roches', 'position': 'DL', 'age': 24}
{'id': '1996759', 'name_brief': 'N. Nwachukwu', 'first_name': 'Noble', 'last_name': 'Nwachukwu', 'position': 'DL', 'age': 23}
{'id': '2828653', 'name_brief': 'E. Nzeocha', 'first_name': 'Eric', 'last_name': 'Nzeocha', 'position': 'LB', 'age': 25}
{'id': '1825096', 'name_brief': 'M. Nzeocha', 'first_name': 'Mark', 'last_name': 'Nzeocha', 'position': 'LB', 'age': 28}
{'id': '2818377', 'name_brief': "P. O'Connor", 'first_name': 'Pat', 'last_name': "O'Connor", 'position': 'DL', 'age': 24}
{'id': '1860760', 'name_brief': "N. O'Leary", 'first_name': 'Nick', 'last_name': "O'Leary", 'position': 'TE', 'age': 25}
{'id': '2237236', 'name_brief': "R. O'Malley", 'first_name': 'Ryan', 'last_name': "O'Malley", 'position': 'TE', 'age': 24}
{'id': '2174148', 'name_brief': "J. O'Shaughnessy", 'first_name': 'James', 'last_name': "O'Shaughnessy", 'position': 'TE', 'age': 26}
{'id': '2171885', 'name_brief': 'E. Obada', 'first_name': 'Efe', 'last_name': 'Obada', 'position': 'DL', 'age': 25}
{'id': '1851902', 'name_brief': 'V. Ochi', 'first_name': 'Victor', 'last_name': 'Ochi', 'position': 'LB', 'age': 24}
{'id': '1998504', 'name_brief': 'I. Odenigbo', 'first_name': 'Ifeadi', 'last_name': 'Odenigbo', 'position': 'DL', 'age': 24}
{'id': '1737142', 'name_brief': 'O. Odighizuwa', 'first_name': 'Owa', 'last_name': 'Odighizuwa', 'position': 'DL', 'age': 26}
{'id': '2818512', 'name_brief': 'C. Odom', 'first_name': 'Chris', 'last_name': 'Odom', 'position': 'DL', 'age': 23}
{'id': '1996808', 'name_brief': 'E. Ogbah', 'first_name': 'Emmanuel', 'last_name': 'Ogbah', 'position': 'DL', 'age': 24}
{'id': '1737114', 'name_brief': 'A. Ogletree', 'first_name': 'Alec', 'last_name': 'Ogletree', 'position': 'LB', 'age': 26}
{'id': '2081723', 'name_brief': 'L. Ogunjobi', 'first_name': 'Larry', 'last_name': 'Ogunjobi', 'position': 'DL', 'age': 23}
{'id': '1664175', 'name_brief': 'A. Okafor', 'first_name': 'Alex', 'last_name': 'Okafor', 'position': 'DL', 'age': 27}
{'id': '2005661', 'name_brief': 'R. Okwara', 'first_name': 'Romeo', 'last_name': 'Okwara', 'position': 'DL', 'age': 22}
{'id': '1979720', 'name_brief': 'J. Olawale', 'first_name': 'Jamize', 'last_name': 'Olawale', 'position': 'RB', 'age': 28}
{'id': '2132786', 'name_brief': 'B. Oliver', 'first_name': 'Branden', 'last_name': 'Oliver', 'position': 'RB', 'age': 26}
{'id': '502524', 'name_brief': 'G. Olsen', 'first_name': 'Greg', 'last_name': 'Olsen', 'position': 'TE', 'age': 33}
{'id': '2237237', 'name_brief': 'O. Omoile', 'first_name': 'Oni', 'last_name': 'Omoile', 'position': 'LB', 'age': 24}
{'id': '2820095', 'name_brief': 'J. Onwualu', 'first_name': 'James', 'last_name': 'Onwualu', 'position': 'LB', 'age': 23}
{'id': '1824682', 'name_brief': 'P. Onwuasor', 'first_name': 'Patrick', 'last_name': 'Onwuasor', 'position': 'LB', 'age': 25}
{'id': '2235404', 'name_brief': 'D. Onyemata', 'first_name': 'David', 'last_name': 'Onyemata', 'position': 'DL', 'age': 25}
{'id': '517030', 'name_brief': 'B. Orakpo', 'first_name': 'Brian', 'last_name': 'Orakpo', 'position': 'LB', 'age': 31}
{'id': '1825042', 'name_brief': 'N. Orchard', 'first_name': 'Nate', 'last_name': 'Orchard', 'position': 'LB', 'age': 25}
{'id': '2060508', 'name_brief': 'S. Orndoff', 'first_name': 'Scott', 'last_name': 'Orndoff', 'position': 'TE', 'age': 24}
{'id': '2819136', 'name_brief': 'R. Ortiz', 'first_name': 'Ricky', 'last_name': 'Ortiz', 'position': 'RB', 'age': 23}
{'id': '1664777', 'name_brief': 'B. Osweiler', 'first_name': 'Brock', 'last_name': 'Osweiler', 'position': 'QB', 'age': 27}
{'id': '2819217', 'name_brief': 'F. Owusu', 'first_name': 'Francis', 'last_name': 'Owusu', 'position': 'WR', 'age': 23}
{'id': '1620490', 'name_brief': 'S. Paea', 'first_name': 'Stephen', 'last_name': 'Paea', 'position': 'DL', 'age': 29}
{'id': '2130627', 'name_brief': 'T. Palepoi', 'first_name': 'Tenny', 'last_name': 'Palepoi', 'position': 'DL', 'age': 27}
{'id': '396173', 'name_brief': 'C. Palmer', 'first_name': 'Carson', 'last_name': 'Palmer', 'position': 'QB', 'age': 38}
{'id': '2057694', 'name_brief': 'N. Palmer', 'first_name': 'Nate', 'last_name': 'Palmer', 'position': 'LB', 'age': 28}
{'id': '2175148', 'name_brief': 'B. Parker', 'first_name': 'Brian', 'last_name': 'Parker', 'position': 'TE', 'age': 25}
{'id': '1851283', 'name_brief': 'D. Parker', 'first_name': 'DeVante', 'last_name': 'Parker', 'position': 'WR', 'age': 25}
{'id': '1891920', 'name_brief': 'R. Parker', 'first_name': 'Ron', 'last_name': 'Parker', 'position': 'DB', 'age': 30}
